悪運,n,-1
悪影響,n,-1
悪疫,n,-1
悪化,n,-1
悪寒,n,-1
悪感情,n,-1
悪漢,n,-1
悪気,n,-1
悪鬼,n,-1
悪戯,n,-1
悪逆,n,-1
悪業,n,-1
悪玉,n,-1
悪玉コレステロール,n,-1
悪玉菌,n,-1
悪口,n,-1
悪口雑言,n,-1
悪巧み,n,-1
悪行,n,-1
悪事,n,-1
悪疾,n,-1
悪質,n,-1
悪者,n,-1
悪趣,n,-1
悪趣味,n,-1
悪習,n,-1
悪習慣,n,-1
悪臭,n,-1
悪循環,n,-1
悪女,n,-1
悪神,n,-1
悪人,n,-1
悪酔い,n,-1
悪性,n,-1
悪性リンパ腫,n,-1
悪性腫瘍,n,-1
悪政,n,-1
悪声,n,-1
悪戦苦闘,n,-1
悪相,n,-1
悪態,n,-1
悪代官,n,-1
悪知恵,n,-1
悪党,n,-1
悪道,n,-1
悪徳,n,-1
悪徳業者,n,-1
悪徳商法,n,-1
悪罵,n,-1
悪評,n,-1
悪病,n,-1
悪癖,n,-1
悪法,n,-1
悪魔,n,-1
悪夢,n,-1
悪名,n,-1
握力,p,1
圧勝,p,1
圧制,n,-1
圧政,n,-1
圧迫感,n,-1
圧伏,n,-1
圧服,n,-1
圧服・圧伏,n,-1
飴,p,1
安さ,p,1
安っぽさ,n,-1
安らか,p,1
安らかさ,p,1
安らぎ,p,1
安易,n,-1
安逸,n,-1
安穏,p,1
安価,p,1
安楽,p,1
